 ","Broadcast Film Critics Association Awards
 ","Camerimage
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chlotrudis Awards
 ","Cinema Audio Society, USA
 ","Dallas-Fort Worth Film Critics Association Awards
 ","Denver Film Critics Society
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Empire Awards, UK
 ","Evening Standard British Film Awards
 ","Film Independent Spirit Awards
 ","Gay and Lesbian Entertainment Critics Association (GALECA)
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Gotham Awards
 ","Hollywood Film Awards
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","Humanitas Prize
 ","Image Awards
 ","Indiana Film Journalists Association, US
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","Nantucket Film Festival
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","Nikkan Sports Film Awards
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PEN Center USA West Literary Awards
 ","PGA Awards
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Seattle International Film Festival
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Teen Choice Awards
 ","Toronto Film Critics Association Awards
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Venice Film Festival
 ","Venice Film Festival
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt1010048/?ref_=adv_li_i,Slumdog Millionaire ,(2008),"Danny Boyle,",Loveleen Tandan (co-director),"
UK
|
France
|
USA","$15,000,000
            (estimated)"," $141,319,928","Slumdog Millionaire 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Austin Film Festival
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Black Reel Awards
 ","BMI Film & TV Awards
 ","Boston Society of Film Critics Awards
 ","British Independent Film Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Camerimage
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chicago International Film Festival
 ","Chlotrudis Awards
 ","Cinema Audio Society, USA
 ","Cinema Brazil Grand Prize
 ","Cinema Writers Circle Awards, Spain
 ","Costume Designers Guild Awards
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","European Film Awards
 ","Evening Standard British Film Awards
 ","Film Critics Circle of Australia Awards
 ","Florida Film Critics Circle Awards
 ","Gaudí Awards
 ","German Dubbing Awards
 ","Gold Derby Awards
 ","Golden Eagle Awards, Russia
 ","Golden Schmoes Awards
 ","Goya Awards
 ","Grammy Awards
 ","Hollywood Post Alliance, US
 ","Houston Film Critics Society Awards
 ","Humanitas Prize
 ","Image Awards
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","International Online Film Critics' Poll
 ","Iowa Film Critics Awards
 ","Italian National Syndicate of Film Journalists
 ","Italian Online Movie Awards (IOMA)
 ","Kansas City Film Critics Circle Awards
 ","London Critics Circle Film Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","Palm Springs International Film Festival
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Robert Festival
 ","Rotterdam International Film Festival
 ","Russian National Movie Awards
 ","San Diego Film Critics Society Awards
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","St. Louis International Film Festival
 ","Teen Choice Awards
 ","Toronto Film Critics Association Awards
 ","Toronto International Film Festival
 ","USC Scripter Award
 ","Vancouver Film Critics Circle
 ","Washington DC Area Film Critics Association Awards
 ","World Soundtrack Awards
 ","Writers Guild of America, USA
 ","Young Artist Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0477348/?ref_=adv_li_i,No Country for Old Men ,(2007),"Ethan Coen,",Joel Coen,"
USA","$25,000,000
            (estimated)"," $74,283,625","No Country for Old Men 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Bodil Awards
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Cannes Film Festival
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Chlotrudis Awards
 ","Cinema Audio Society, USA
 ","Cinema Audio Society, USA
 ","Cinema Brazil Grand Prize
 ","Crime Thriller Awards, UK
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Detroit Film Critics Society, US
 ","Directors Guild of America, USA
 ","Edgar Allan Poe Awards
 ","Empire Awards, UK
 ","Evening Standard British Film Awards
 ","Evening Standard British Film Awards
 ","Film Critics Circle of Australia Awards
 ","Florida Film Critics Circle Awards
 ","Gold Derby Awards
 ","Gold Derby Awards
 ","Golden Eagle Awards, Russia
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Guldbagge Awards
 ","Houston Film Critics Society Awards
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","International Online Film Critics' Poll
 ","Internet Film Critic Society
 ","Iowa Film Critics Awards
 ","Italian National Syndicate of Film Journalists
 ","Italian Online Movie Awards (IOMA)
 ","Kansas City Film Critics Circle Awards
 ","Key Art Awards
 ","Kinema Junpo Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","Nikkan Sports Film Awards
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Robert Festival
 ","Russian Guild of Film Critics
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Santa Barbara International Film Festival
 ","Satellite Awards
 ","Satellite Awards
 ","SESC Film Festival, Brazil
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Toronto Film Critics Association Awards
 ","USC Scripter Award
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0407887/?ref_=adv_li_i,The Departed ,(2006),Martin Scorsese,"
USA
|
Hong Kong","$90,000,000
            (estimated)"," $132,384,315, 22 March 2007","The Departed 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","African-American Film Critics Association (AAFCA)
 ","Alliance of Women Film Journalists
 ","American Cinema Editors, USA
 ","Argentinean Film Critics Association Awards
 ","Art Directors Guild
 ","ASCAP Film and Television Music Awards
 ","Austin Film Critics Association
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","Awards Circuit Community Awards
 ","Bodil Awards
 ","Boston Society of Film Critics Awards
 ","Broadcast Film Critics Association Awards
 ","Camerimage
 ","Capri, Hollywood
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Cinema Brazil Grand Prize
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Directors Guild of America, USA
 ","Dublin Film Critics Circle Awards
 ","Edgar Allan Poe Awards
 ","Empire Awards, UK
 ","Florida Film Critics Circle Awards
 ","Gold Derby Awards
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Gotham Awards
 ","Grammy Awards
 ","Indiewire Critics' Poll
 ","International Cinephile Society Awards
 ","International Film Music Critics Award (IFMCA)
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Italian National Syndicate of Film Journalists
 ","Italian Online Movie Awards (IOMA)
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","North Texas Film Critics Association, US
 ","Oklahoma Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","People's Choice Awards, USA
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Robert Festival
 ","Russian National Movie Awards
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Teen Choice Awards
 ","Toronto Film Critics Association Awards
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Washington DC Area Film Critics Association Awards
 ","World Stunt Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0375679/?ref_=adv_li_i,Crash ,(2004),Paul Haggis,"
USA
|
Germany","$6,500,000
            (estimated)"," $54,580,300, 6 April 2006","Crash 
             (I) (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","ALMA Awards
 ","American Cinema Editors, USA
 ","Art Directors Guild
 ","Austin Film Critics Association
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","BET Awards
 ","Black Movie Awards
 ","Black Reel Awards
 ","Boston Society of Film Critics Awards
 ","British Independent Film Awards
 ","Broadcast Film Critics Association Awards
 ","Capri, Hollywood
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Cinema Audio Society, USA
 ","Cinema Brazil Grand Prize
 ","Cinema Writers Circle Awards, Spain
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Deauville Film Festival
 ","Directors Guild of America, USA
 ","DVD Exclusive Awards
 ","Edgar Allan Poe Awards
 ","Empire Awards, UK
 ","European Film Awards
 ","Film Independent Spirit Awards
 ","Florida Film Critics Circle Awards
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Golden Trailer Awards
 ","Gotham Awards
 ","Hollywood Film Awards
 ","Humanitas Prize
 ","Image Awards
 ","International Online Cinema Awards (INOCA)
 ","Irish Film and Television Awards
 ","Italian Online Movie Awards (IOMA)
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Motion Picture Sound Editors, USA
 ","National Board of Review, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Political Film Society, USA
 ","Robert Festival
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","Teen Choice Awards
 ","Teen Choice Awards
 ","Vancouver Film Critics Circle
 ","Washington DC Area Film Critics Association Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0405159/?ref_=adv_li_i,Million Dollar Baby ,(2004),Clint Eastwood,"
USA","$30,000,000
            (estimated)"," $100,492,203","Million Dollar Baby 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Screenwriters Association, USA
 ","Art Directors Guild
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","BET Awards
 ","Black Reel Awards
 ","Blue Ribbon Awards
 ","Boston Society of Film Critics Awards
 ","Broadcast Film Critics Association Awards
 ","Casting Society of America, USA
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Cinema Brazil Grand Prize
 ","Cinema Writers Circle Awards, Spain
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Directors Guild of America, USA
 ","Directors Guild of Great Britain
 ","Empire Awards, UK
 ","ESPY Awards
 ","Film Critics Circle of Australia Awards
 ","Florida Film Critics Circle Awards
 ","Fotogramas de Plata
 ","Gold Derby Awards
 ","Gold Derby Awards
 ","Golden Trailer Awards
 ","Grammy Awards
 ","Image Awards
 ","International Cinephile Society Awards
 ","International Online Cinema Awards (INOCA)
 ","Italian National Syndicate of Film Journalists
 ","Italian Online Movie Awards (IOMA)
 ","Jupiter Award
 ","Kansas City Film Critics Circle Awards
 ","Kinema Junpo Awards
 ","Las Vegas Film Critics Society Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","Nikkan Sports Film Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Robert Festival
 ","San Diego Film Critics Society Awards
 ","Sant Jordi Awards
 ","Satellite Awards
 ","Seattle Film Critics Awards
 ","SESC Film Festival, Brazil
 ","Southeastern Film Critics Association Awards
 ","St. Louis Film Critics Association, US
 ","USC Scripter Award
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Washington DC Area Film Critics Association Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0167260/?ref_=adv_li_i,The Lord of the Rings: The Return of the King ,(2003),Peter Jackson,"
USA
|
New Zealand","$94,000,000
            (estimated)"," $377,845,905, 28 June 2011","The Lord of the Rings: The Return of the King 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","AFI Awards, USA
 ","African-American Film Critics Association (AAFCA)
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","ASCAP Film and Television Music Awards
 ","Austin Film Critics Association
 ","Australian Film Institute
 ","Awards Circuit Community Awards
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Bodil Awards
 ","Bogey Awards, Germany
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Broadcast Film Critics Association Awards
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Cinema Audio Society, USA
 ","Costume Designers Guild Awards
 ","Dallas-Fort Worth Film Critics Association Awards
 ","Directors Guild of America, USA
 ","Directors Guild of Great Britain
 ","DVD Exclusive Awards
 ","Empire Awards, UK
 ","Film Critics Circle of Australia Awards
 ","Florida Film Critics Circle Awards
 ","Gold Derby Awards
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Schmoes Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Grammy Awards
 ","Hollywood Makeup Artist and Hair Stylist Guild Awards
 ","Hugo Awards
 ","IGN Summer Movie Awards
 ","International Cinephile Society Awards
 ","International Cinephile Society Awards
 ","International Film Music Critics Award (IFMCA)
 ","International Online Cinema Awards (INOCA)
 ","International Online Film Critics' Poll
 ","Iowa Film Critics Awards
 ","Irish Film and Television Awards
 ","Italian Online Movie Awards (IOMA)
 ","Jupiter Award
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MovieGuide Awards
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","NRJ Ciné Awards
 ","Online Film & Television Association
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","People's Choice Awards, USA
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Robert Festival
 ","Rondo Hatton Classic Horror Awards
 ","San Diego Film Critics Society Awards
 ","San Francisco Film Critics Circle
 ","Satellite Awards
 ","Satellite Awards
 ","Science Fiction and Fantasy Writers of America
 ","Seattle Film Critics Awards
 ","SFX Awards, UK
 ","Southeastern Film Critics Association Awards
 ","Teen Choice Awards
 ","The Stinkers Bad Movie Awards
 ","Toronto Film Critics Association Awards
 ","USC Scripter Award
 ","Utah Film Critics Association Awards
 ","Vancouver Film Critics Circle
 ","Village Voice Film Poll
 ","Visual Effects Society Awards
 ","Washington DC Area Film Critics Association Awards
 ","World Soundtrack Awards
 ","Writers Guild of America, USA
 ","Yoga Awards
 ","Young Artist Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0299658/?ref_=adv_li_i,Chicago ,(2002),Rob Marshall,"
USA
|
Germany
|
Canada","$45,000,000
            (estimated)"," $170,687,518, 4 September 2003","Chicago 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AARP Movies for Grownups Awards
 ","AFI Awards, USA
 ","Amanda Awards, Norway
 ","American Choreography Awards, USA
 ","American Cinema Editors, USA
 ","Art Directors Guild
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","BET Awards
 ","Black Reel Awards
 ","BMI Film & TV Awards
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Canadian Network of Makeup Artists
 ","Central Ohio Film Critics Association
 ","Chicago Film Critics Association Awards
 ","Cinema Audio Society, USA
 ","Costume Designers Guild Awards
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Directors Guild of America, USA
 ","Edgar Allan Poe Awards
 ","Evening Standard British Film Awards
 ","Florida Film Critics Circle Awards
 ","Gold Derby Awards
 ","Gold Derby Awards
 ","Golden Schmoes Awards
 ","Golden Trailer Awards
 ","Grammy Awards
 ","Hollywood Makeup Artist and Hair Stylist Guild Awards
 ","International Online Cinema Awards (INOCA)
 ","Italian Online Movie Awards (IOMA)
 ","Key Art Awards
 ","Las Vegas Film Critics Society Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","New York Film Critics Circle Awards
 ","New York Film Critics, Online
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Russian Guild of Film Critics
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","Teen Choice Awards
 ","Utah Film Critics Association Awards
 ","Washington DC Area Film Critics Association Awards
 ","Writers Guild of America, USA
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0268978/?ref_=adv_li_i,A Beautiful Mind ,(2001),Ron Howard,"
USA","$58,000,000
            (estimated)"," $170,742,341","A Beautiful Mind 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","AFI Awards, USA
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","ASCAP Film and Television Music Awards
 ","Australian Film Institute
 ","Awards Circuit Community Awards
 ","Broadcast Film Critics Association Awards
 ","Casting Society of America, USA
 ","Chicago Film Critics Association Awards
 ","Christopher Awards
 ","Czech Lions
 ","Dallas-Fort Worth Film Critics Association Awards
 ","Directors Guild of America, USA
 ","DVD Exclusive Awards
 ","Empire Awards, UK
 ","Golden Eagle Awards, Russia
 ","Golden Schmoes Awards
 ","GoldSpirit Awards
 ","Grammy Awards
 ","Harry Awards
 ","Humanitas Prize
 ","Kansas City Film Critics Circle Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","Russian Guild of Film Critics
 ","San Diego Film Critics Society Awards
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","Teen Choice Awards
 ","USC Scripter Award
 ","Vancouver Film Critics Circle
 ","World Soundtrack Awards
 ","Writers Guild of America, USA
 ","Yoga Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0172495/?ref_=adv_li_i,Gladiator ,(2000),Ridley Scott,"
USA
|
UK","$103,000,000
            (estimated)"," $187,705,427, 27 April 2013","Gladiator 
             (2","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","Academy of Science Fiction, Fantasy & Horror Films, USA
 ","AFI Awards, USA
 ","American Cinema Editors, USA
 ","American Society of Cinematographers, USA
 ","ARIA Music Awards
 ","Art Directors Guild
 ","ASCAP Film and Television Music Awards
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Blockbuster Entertainment Awards
 ","Bogey Awards, Germany
 ","Broadcast Film Critics Association Awards
 ","Chicago Film Critics Association Awards
 ","Cinema Audio Society, USA
 ","Dallas-Fort Worth Film Critics Association Awards
 ","Directors Guild of America, USA
 ","DVD Exclusive Awards
 ","Empire Awards, UK
 ","European Film Awards
 ","Golden Screen, Germany
 ","Golden Trailer Awards
 ","Grammy Awards
 ","Harry Awards
 ","Jupiter Award
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","Nikkan Sports Film Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Phoenix Film Critics Society Awards
 ","San Diego Film Critics Society Awards
 ","Satellite Awards
 ","Satellite Awards
 ","Southeastern Film Critics Association Awards
 ","World Stunt Awards
 ","Young Artist Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0169547/?ref_=adv_li_i,American Beauty ,(1999),Sam Mendes,"
USA","$15,000,000
            (estimated)"," $130,096,601","American Beauty 
             (1","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","Amanda Awards, Norway
 ","American Cinema Editors, USA
 ","American Comedy Awards, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Australian Film Institute
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Blockbuster Entertainment Awards
 ","BMI Film & TV Awards
 ","Bodil Awards
 ","Bogey Awards, Germany
 ","Boston Society of Film Critics Awards
 ","Brit Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Casting Society of America, USA
 ","Chicago Film Critics Association Awards
 ","Chlotrudis Awards
 ","Cinema Audio Society, USA
 ","Costume Designers Guild Awards
 ","Czech Lions
 ","César Awards, France
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Directors Guild of America, USA
 ","Empire Awards, UK
 ","European Film Awards
 ","Film Critics Circle of Australia Awards
 ","Florida Film Critics Circle Awards
 ","Golden Screen, Germany
 ","Grammy Awards
 ","Grammy Awards
 ","Guldbagge Awards
 ","Hollywood Makeup Artist and Hair Stylist Guild Awards
 ","International Monitor Awards
 ","Italian National Syndicate of Film Journalists
 ","Jupiter Award
 ","Kansas City Film Critics Circle Awards
 ","Kinema Junpo Awards
 ","Las Vegas Film Critics Society Awards
 ","London Critics Circle Film Awards
 ","Los Angeles Film Critics Association Awards
 ","Lumiere Awards, France
 ","Motion Picture Sound Editors, USA
 ","MTV Movie + TV Awards
 ","National Board of Review, USA
 ","National Society of Film Critics Awards, USA
 ","New York Film Critics Circle Awards
 ","Online Film & Television Association
 ","Online Film Critics Society Awards
 ","PGA Awards
 ","Publicists Guild of America
 ","Robert Festival
 ","Russian Guild of Film Critics
 ","San Diego Film Critics Society Awards
 ","Satellite Awards
 ","SESC Film Festival, Brazil
 ","Southeastern Film Critics Association Awards
 ","Teen Choice Awards
 ","Toronto Film Critics Association Awards
 ","Toronto International Film Festival
 ","Writers Guild of America, USA
 ","Young Artist Awards
 ","Young Hollywood Awards
 ","YoungStar Awards
 ",User L,Recently Vi,IMDb Everyw,Follow IMD
http://www.imdb.com/title/tt0138097/?ref_=adv_li_i,Shakespeare in Love ,(1998),John Madden,"
USA","$25,000,000
            (estimated)"," $100,317,794","Shakespeare in Love 
             (1","Academy Awards, USA
 ","Golden Globes, USA
 ","BAFTA Awards
 ","Screen Actors Guild Awards
 ","American Cinema Editors, USA
 ","American Comedy Awards, USA
 ","American Society of Cinematographers, USA
 ","Art Directors Guild
 ","Awards Circuit Community Awards
 ","Awards of the Japanese Academy
 ","Berlin International Film Festival
 ","Blockbuster Entertainment Awards
 ","BMI Film & TV Awards
 ","Bodil Awards
 ","Bogey Awards, Germany
 ","Boston Society of Film Critics Awards
 ","British Society of Cinematographers
 ","Broadcast Film Critics Association Awards
 ","Chicago Film Critics Association Awards
 ","Chlotrudis Awards
 ","Czech Lions
 ","Dallas-Fort Worth Film Critics Association Awards
 ","David di Donatello Awards
 ","Directors Guild of America, USA
 ","Empire Awards, UK
 ","Evening Standard British Film Awards
 ","Florida Film Critics Circle Awards
 ","Golden Screen, Germany
 ","Grammy Awards
 ","Harry Awards
 ","Hochi Film Awards
 ","Jupiter Award
 ","Kansas City Film Critics Circle Awards
